CustomerID;Loading
12953;TRUE
12955;TRUE
12956;TRUE
12957;TRUE
12962;TRUE
12963;TRUE
12965;TRUE
12966;TRUE
12967;TRUE
12968;TRUE
12970;TRUE
12971;TRUE
12974;TRUE
12976;TRUE
12977;TRUE
12980;TRUE
12981;TRUE
12982;TRUE
12984;TRUE
12985;TRUE
12987;TRUE
12988;TRUE
12989;TRUE
12990;TRUE
12991;TRUE
12993;TRUE
12994;TRUE
12995;TRUE
12997;TRUE
12999;TRUE
13000;TRUE
13001;TRUE
13002;TRUE
13003;TRUE
13004;TRUE
13005;TRUE
13006;TRUE
13008;TRUE
13011;TRUE
13012;TRUE
13013;TRUE
13014;TRUE
13015;TRUE
13016;TRUE
13017;TRUE
13018;TRUE
13021;TRUE
13023;TRUE
13026;TRUE
13027;TRUE
13028;TRUE
13029;TRUE
13030;TRUE
13032;TRUE
13033;TRUE
13034;TRUE
13035;TRUE
13037;TRUE
13038;TRUE
13040;TRUE
13043;TRUE
13044;TRUE
13045;TRUE
13046;TRUE
13047;TRUE
13048;TRUE
13049;TRUE
13050;TRUE
13052;TRUE
13055;TRUE
13058;TRUE
13059;TRUE
13060;TRUE
13061;TRUE
13062;TRUE
13064;TRUE
13065;TRUE
13066;TRUE
13067;TRUE
13068;TRUE
13069;TRUE
13070;TRUE
13072;TRUE
13075;TRUE
13077;TRUE
13078;TRUE
13079;TRUE
13080;TRUE
13081;TRUE
13082;TRUE
13083;TRUE
13085;TRUE
13089;TRUE
13090;TRUE
13091;TRUE
13092;TRUE
13093;TRUE
13094;TRUE
13095;TRUE
13097;TRUE
13098;TRUE
13099;TRUE
13101;TRUE
13102;TRUE
13103;TRUE
13104;TRUE
13106;TRUE
13107;TRUE
13108;TRUE
13109;TRUE
13110;TRUE
13113;TRUE
13115;TRUE
13116;TRUE
13117;TRUE
13118;TRUE
13120;TRUE
13121;TRUE
13122;TRUE
13124;TRUE
13126;TRUE
13127;TRUE
13130;TRUE
13131;TRUE
13132;TRUE
13133;TRUE
13134;TRUE
13135;TRUE
13136;TRUE
13137;TRUE
13138;TRUE
13139;TRUE
13140;TRUE
13141;TRUE
13142;TRUE
13144;TRUE
13145;TRUE
13146;TRUE
13147;TRUE
13148;TRUE
13149;TRUE
13151;TRUE
13153;TRUE
13154;TRUE
13155;TRUE
13157;TRUE
13158;TRUE
13159;TRUE
13160;TRUE
13161;TRUE
13162;TRUE
13165;TRUE
13166;TRUE
13167;TRUE
13168;TRUE
13169;TRUE
13170;TRUE
13171;TRUE
13173;TRUE
13174;TRUE
13176;TRUE
13177;TRUE
13178;TRUE
13182;TRUE
13183;TRUE
13184;TRUE
13185;TRUE
13186;TRUE
13187;TRUE
13188;TRUE
13189;TRUE
13192;TRUE
13193;TRUE
13194;TRUE
13196;TRUE
13198;TRUE
13199;TRUE
13200;TRUE
13203;TRUE
13207;TRUE
13208;TRUE
13209;TRUE
13210;TRUE
13211;TRUE
13212;TRUE
13213;TRUE
13216;TRUE
13217;TRUE
13218;TRUE
13220;TRUE
13221;TRUE
13223;TRUE
13224;TRUE
13225;TRUE
13226;TRUE
13227;TRUE
13228;TRUE
13229;TRUE
13230;TRUE
13232;TRUE
13233;TRUE
13235;TRUE
13236;TRUE
13238;TRUE
13239;TRUE
13240;TRUE
13242;TRUE
13243;TRUE
13244;TRUE
13245;TRUE
13246;TRUE
13247;TRUE
13248;TRUE
13249;TRUE
13253;TRUE
13255;TRUE
13256;TRUE
13258;TRUE
13259;TRUE
13260;TRUE
13261;TRUE
13262;TRUE
13263;TRUE
13265;TRUE
13266;TRUE
13267;TRUE
13268;TRUE
13269;TRUE
13270;TRUE
13271;TRUE
13272;TRUE
13273;TRUE
13276;TRUE
13277;TRUE
13278;TRUE
13279;TRUE
13280;TRUE
13282;TRUE
13283;TRUE
13284;TRUE
13285;TRUE
13291;TRUE
13292;TRUE
13294;TRUE
13295;TRUE
13296;TRUE
13297;TRUE
13298;TRUE
13299;TRUE
13300;TRUE
13301;TRUE
13302;TRUE
13304;TRUE
13305;TRUE
13307;TRUE
13308;TRUE
13309;TRUE
13310;TRUE
13311;TRUE
13313;TRUE
13314;TRUE
13316;TRUE
13317;TRUE
13318;TRUE
13319;TRUE
13320;TRUE
13321;TRUE
13322;TRUE
13323;TRUE
13324;TRUE
13325;TRUE
13327;TRUE
13328;TRUE
13329;TRUE
13330;TRUE
13332;TRUE
13334;TRUE
13336;TRUE
13338;TRUE
13339;TRUE
13340;TRUE
13341;TRUE
13343;TRUE
13344;TRUE
13345;TRUE
13347;TRUE
13348;TRUE
13349;TRUE
13350;TRUE
13351;TRUE
13352;TRUE
13354;TRUE
13355;TRUE
13356;TRUE
13357;TRUE
13358;TRUE
13359;TRUE
13362;TRUE
13363;TRUE
13364;TRUE
13365;TRUE
13366;TRUE
13368;TRUE
13369;TRUE
13370;TRUE
13372;TRUE
13373;TRUE
13375;TRUE
13376;TRUE
13379;TRUE
13381;TRUE
13382;TRUE
13384;TRUE
13385;TRUE
13388;TRUE
13389;TRUE
13390;TRUE
13391;TRUE
13394;TRUE
13395;TRUE
13396;TRUE
13397;TRUE
13398;TRUE
13402;TRUE
13403;TRUE
13404;TRUE
13405;TRUE
13408;TRUE
13410;TRUE
13411;TRUE
13414;TRUE
13416;TRUE
13417;TRUE
13418;TRUE
13419;TRUE
13420;TRUE
13421;TRUE
13422;TRUE
13425;TRUE
13426;TRUE
13427;TRUE
13428;TRUE
13429;TRUE
13430;TRUE
13431;TRUE
13434;TRUE
13435;TRUE
13436;TRUE
13437;TRUE
13439;TRUE
13441;TRUE
13447;TRUE
13448;TRUE
13449;TRUE
13450;TRUE
13451;TRUE
13452;TRUE
13453;TRUE
13455;TRUE
13456;TRUE
13458;TRUE
13460;TRUE
13461;TRUE
13462;TRUE
13464;TRUE
13466;TRUE
13467;TRUE
13468;TRUE
13470;TRUE
13471;TRUE
13473;TRUE
13474;TRUE
13475;TRUE
13476;TRUE
13477;TRUE
13479;TRUE
13481;TRUE
13482;TRUE
13483;TRUE
13484;TRUE
13485;TRUE
13486;TRUE
13487;TRUE
13488;TRUE
13489;TRUE
13491;TRUE
13492;TRUE
13493;TRUE
13494;TRUE
13495;TRUE
13496;TRUE
13497;TRUE
13499;TRUE
13500;TRUE
13501;TRUE
13502;TRUE
13503;TRUE
13504;TRUE
13505;TRUE
13506;TRUE
13507;TRUE
13508;TRUE
13509;TRUE
13510;TRUE
13512;TRUE
13513;TRUE
13514;TRUE
13515;TRUE
13516;TRUE
13517;TRUE
13518;TRUE
13519;TRUE
13520;TRUE
13521;TRUE
13522;TRUE
13523;TRUE
13524;TRUE
13525;TRUE
13527;TRUE
13529;TRUE
13531;TRUE
13532;TRUE
13533;TRUE
13534;TRUE
13536;TRUE
13538;TRUE
13539;TRUE
13544;TRUE
13546;TRUE
13548;TRUE
13549;TRUE
13551;TRUE
13552;TRUE
13555;TRUE
13557;TRUE
13558;TRUE
13560;TRUE
13561;TRUE
13562;TRUE
13563;TRUE
13564;TRUE
13565;TRUE
13566;TRUE
13568;TRUE
13569;TRUE
13570;TRUE
13571;TRUE
13572;TRUE
13573;TRUE
13575;TRUE
13576;TRUE
13577;TRUE
13579;TRUE
13581;TRUE
13583;TRUE
13584;TRUE
13587;TRUE
13588;TRUE
13589;TRUE
13590;TRUE
13591;TRUE
13592;TRUE
13593;TRUE
13594;TRUE
13596;TRUE
13598;TRUE
13599;TRUE
13600;TRUE
13601;TRUE
13602;TRUE
13603;TRUE
13606;TRUE
13607;TRUE
13610;TRUE
13611;TRUE
13614;TRUE
13615;TRUE
13617;TRUE
13618;TRUE
13621;TRUE
13623;TRUE
13626;TRUE
13627;TRUE
13629;TRUE
13630;TRUE
13631;TRUE
13632;TRUE
13634;TRUE
13635;TRUE
13636;TRUE
13637;TRUE
13638;TRUE
13639;TRUE
13642;TRUE
13643;TRUE
13644;TRUE
13645;TRUE
13647;TRUE
13649;TRUE
13650;TRUE
13651;TRUE
13652;TRUE
13654;TRUE
13655;TRUE
13656;TRUE
13657;TRUE
13658;TRUE
13659;TRUE
13662;TRUE
13663;TRUE
13666;TRUE
13667;TRUE
13668;TRUE
13669;TRUE
13670;TRUE
13672;TRUE
13673;TRUE
13675;TRUE
13678;TRUE
13680;TRUE
13681;TRUE
13682;TRUE
13684;TRUE
13685;TRUE
13686;TRUE
13689;TRUE
13690;TRUE
13692;TRUE
13693;TRUE
13694;TRUE
13695;TRUE
13697;TRUE
13699;TRUE
13700;TRUE
13703;TRUE
13704;TRUE
13705;TRUE
13706;TRUE
13707;TRUE
13708;TRUE
13709;TRUE
13710;TRUE
13711;TRUE
13712;TRUE
13715;TRUE
13716;TRUE
13717;TRUE
13718;TRUE
13719;TRUE
13720;TRUE
13721;TRUE
13722;TRUE
13723;TRUE
13725;TRUE
13726;TRUE
13727;TRUE
13728;TRUE
13730;TRUE
13731;TRUE
13732;TRUE
13735;TRUE
13736;TRUE
13737;TRUE
13739;TRUE
13740;TRUE
13741;TRUE
13742;TRUE
13743;TRUE
13744;TRUE
13745;TRUE
13747;TRUE
13748;TRUE
13750;TRUE
13751;TRUE
13752;TRUE
13753;TRUE
13754;TRUE
13755;TRUE
13756;TRUE
13758;TRUE
13759;TRUE
13760;TRUE
13761;TRUE
13762;TRUE
13763;TRUE
13764;TRUE
13767;TRUE
13769;TRUE
13771;TRUE
13772;TRUE
13774;TRUE
13777;TRUE
13778;TRUE
13780;TRUE
13781;TRUE
13782;TRUE
13784;TRUE
13786;TRUE
13787;TRUE
13790;TRUE
13791;TRUE
13792;TRUE
13798;TRUE
13799;TRUE
13800;TRUE
13801;TRUE
13802;TRUE
13803;TRUE
13804;TRUE
13805;TRUE
13806;TRUE
13807;TRUE
13808;TRUE
13809;TRUE
13810;TRUE
13811;TRUE
13812;TRUE
13813;TRUE
13814;TRUE
13815;TRUE
13816;TRUE
13817;TRUE
13819;TRUE
13821;TRUE
13822;TRUE
13823;TRUE
13824;TRUE
13826;TRUE
13827;TRUE
13828;TRUE
13829;TRUE
13831;TRUE
13832;TRUE
13833;TRUE
13835;TRUE
13837;TRUE
13838;TRUE
13841;TRUE
13842;TRUE
13844;TRUE
13845;TRUE
13846;TRUE
13848;TRUE
13849;TRUE
13850;TRUE
13851;TRUE
13853;TRUE
13854;TRUE
13856;TRUE
13858;TRUE
13859;TRUE
13860;TRUE
13862;TRUE
13863;TRUE
13865;TRUE
13866;TRUE
13867;TRUE
13868;TRUE
13869;TRUE
13870;TRUE
13871;TRUE
13873;TRUE
13874;TRUE
13875;TRUE
13876;TRUE
13877;TRUE
13878;TRUE
13880;TRUE
13881;TRUE
13882;TRUE
13883;TRUE
13884;TRUE
13885;TRUE
13886;TRUE
13887;TRUE
13888;TRUE
13889;TRUE
13890;TRUE
13892;TRUE
13893;TRUE
13894;TRUE
13895;TRUE
13897;TRUE
13898;TRUE
13899;TRUE
13900;TRUE
13901;TRUE
13904;TRUE
13908;TRUE
13911;TRUE
13914;TRUE
13917;TRUE
13918;TRUE
13919;TRUE
13922;TRUE
13923;TRUE
13924;TRUE
13925;TRUE
13926;TRUE
13927;TRUE
13928;TRUE
13929;TRUE
13930;TRUE
13931;TRUE
13932;TRUE
13933;TRUE
13934;TRUE
13936;TRUE
13937;TRUE
13938;TRUE
13939;TRUE
13940;TRUE
13941;TRUE
13946;TRUE
13947;TRUE
13948;TRUE
13949;TRUE
13950;TRUE
13951;TRUE
13952;TRUE
13953;TRUE
13954;TRUE
13955;TRUE
13956;TRUE
13958;TRUE
13959;TRUE
13960;TRUE
13962;TRUE
13963;TRUE
13967;TRUE
13969;TRUE
13971;TRUE
13972;TRUE
13973;TRUE
13974;TRUE
13975;TRUE
13976;TRUE
13978;TRUE
13979;TRUE
13980;TRUE
13982;TRUE
13983;TRUE
13984;TRUE
13985;TRUE
13986;TRUE
13988;TRUE
13989;TRUE
13990;TRUE
13991;TRUE
13992;TRUE
13993;TRUE
13994;TRUE
13995;TRUE
13999;TRUE
14000;TRUE
14001;TRUE
14002;TRUE
14004;TRUE
14005;TRUE
14006;TRUE
14009;TRUE
14012;TRUE
14013;TRUE
14014;TRUE
14015;TRUE
14016;TRUE
14019;TRUE
14020;TRUE
14021;TRUE
14022;TRUE
14023;TRUE
14024;TRUE
14027;TRUE
14029;TRUE
14030;TRUE
14031;TRUE
14032;TRUE
14034;TRUE
14035;TRUE
14036;TRUE
14037;TRUE
14038;TRUE
14039;TRUE
14040;TRUE
14041;TRUE
14044;TRUE
14045;TRUE
14046;TRUE
14047;TRUE
14048;TRUE
14049;TRUE
14050;TRUE
14051;TRUE
14052;TRUE
14053;TRUE
14054;TRUE
14055;TRUE
14056;TRUE
14057;TRUE
14059;TRUE
14060;TRUE
14062;TRUE
14064;TRUE
14066;TRUE
14067;TRUE
14068;TRUE
14071;TRUE
14073;TRUE
14075;TRUE
14076;TRUE
14077;TRUE
14078;TRUE
14079;TRUE
14080;TRUE
14081;TRUE
14082;TRUE
14083;TRUE
14085;TRUE
14087;TRUE
14088;TRUE
14089;TRUE
14090;TRUE
14092;TRUE
14093;TRUE
14096;TRUE
14098;TRUE
14099;TRUE
14100;TRUE
14101;TRUE
14102;TRUE
14104;TRUE
14105;TRUE
14107;TRUE
14108;TRUE
14109;TRUE
14110;TRUE
14111;TRUE
14112;TRUE
14113;TRUE
14114;TRUE
14116;TRUE
14117;TRUE
14119;TRUE
14121;TRUE
14124;TRUE
14125;TRUE
14126;TRUE
14127;TRUE
14128;TRUE
14129;TRUE
14130;TRUE
14132;TRUE
14133;TRUE
14135;TRUE
14138;TRUE
14139;TRUE
14140;TRUE
14141;TRUE
14142;TRUE
14143;TRUE
14145;TRUE
14146;TRUE
14147;TRUE
14148;TRUE
14149;TRUE
14150;TRUE
14152;TRUE
14154;TRUE
14155;TRUE
14156;TRUE
14157;TRUE
14158;TRUE
14159;TRUE
14161;TRUE
14162;TRUE
14163;TRUE
14164;TRUE
14165;TRUE
14167;TRUE
14171;TRUE
14173;TRUE
14174;TRUE
14175;TRUE
14176;TRUE
14177;TRUE
14178;TRUE
14179;TRUE
14180;TRUE
14184;TRUE
14185;TRUE
14188;TRUE
14189;TRUE
14191;TRUE
14193;TRUE
14194;TRUE
14195;TRUE
14196;TRUE
14198;TRUE
14199;TRUE
14201;TRUE
14204;TRUE
14205;TRUE
14206;TRUE
14208;TRUE
14209;TRUE
14210;TRUE
14211;TRUE
14212;TRUE
14213;TRUE
14214;TRUE
14215;TRUE
14216;TRUE
14217;TRUE
14218;TRUE
14219;TRUE
14220;TRUE
14221;TRUE
14222;TRUE
14223;TRUE
14224;TRUE
14226;TRUE
14227;TRUE
14229;TRUE
14231;TRUE
14232;TRUE
14233;TRUE
14234;TRUE
14235;TRUE
14236;TRUE
14237;TRUE
14238;TRUE
14239;TRUE
14240;TRUE
14241;TRUE
14242;TRUE
14243;TRUE
14245;TRUE
14246;TRUE
14247;TRUE
14248;TRUE
14250;TRUE
14251;TRUE
14256;TRUE
14257;TRUE
14258;TRUE
14259;TRUE
14261;TRUE
14262;TRUE
14264;TRUE
14265;TRUE
14267;TRUE
14270;TRUE
14271;TRUE
14272;TRUE
14273;TRUE
14276;TRUE
14277;TRUE
14280;TRUE
14282;TRUE
14284;TRUE
14285;TRUE
14286;TRUE
14287;TRUE
14288;TRUE
14289;TRUE
14290;TRUE
14291;TRUE
14292;TRUE
14293;TRUE
14295;TRUE
14297;TRUE
14298;TRUE
14299;TRUE
14300;TRUE
14301;TRUE
14304;TRUE
14305;TRUE
14306;TRUE
14307;TRUE
14309;TRUE
14311;TRUE
14312;TRUE
14314;TRUE
14315;TRUE
14317;TRUE
14320;TRUE
14321;TRUE
14323;TRUE
14326;TRUE
14327;TRUE
14329;TRUE
14331;TRUE
14332;TRUE
14333;TRUE
14334;TRUE
14335;TRUE
14336;TRUE
14338;TRUE
14339;TRUE
14340;TRUE
14341;TRUE
14342;TRUE
14344;TRUE
14345;TRUE
14346;TRUE
14348;TRUE
14349;TRUE
14350;TRUE
14351;TRUE
14352;TRUE
14353;TRUE
14354;TRUE
14355;TRUE
14356;TRUE
14357;TRUE
14359;TRUE
14360;TRUE
14362;TRUE
14364;TRUE
14367;TRUE
14368;TRUE
14371;TRUE
14373;TRUE
14375;TRUE
14377;TRUE
14379;TRUE
14381;TRUE
14382;TRUE
14383;TRUE
14385;TRUE
14386;TRUE
14387;TRUE
14388;TRUE
14389;TRUE
14390;TRUE
14393;TRUE
14395;TRUE
14396;TRUE
14397;TRUE
14400;TRUE
14401;TRUE
14403;TRUE
14404;TRUE
14406;TRUE
14407;TRUE
14408;TRUE
14409;TRUE
14410;TRUE
14411;TRUE
14412;TRUE
14413;TRUE
14414;TRUE
14415;TRUE
14416;TRUE
14418;TRUE
14419;TRUE
14420;TRUE
14421;TRUE
14422;TRUE
14423;TRUE
14424;TRUE
14426;TRUE
14427;TRUE
14428;TRUE
14431;TRUE
14432;TRUE
14434;TRUE
14436;TRUE
14437;TRUE
14438;TRUE
14439;TRUE
14440;TRUE
14441;TRUE
14442;TRUE
14443;TRUE
14446;TRUE
14447;TRUE
14448;TRUE
14449;TRUE
14450;TRUE
14451;TRUE
14452;TRUE
14453;TRUE
14456;TRUE
14457;TRUE
14459;TRUE
14460;TRUE
14461;TRUE
14462;TRUE
14463;TRUE
14465;TRUE
14466;TRUE
14467;TRUE
14470;TRUE
14472;TRUE
14473;TRUE
14474;TRUE
14475;TRUE
14476;TRUE
14477;TRUE
14479;TRUE
14480;TRUE
14481;TRUE
14482;TRUE
14483;TRUE
14484;TRUE
14485;TRUE
14487;TRUE
14488;TRUE
14489;TRUE
14491;TRUE
14493;TRUE
14494;TRUE
14495;TRUE
14496;TRUE
14497;TRUE
14498;TRUE
14499;TRUE
14500;TRUE
14501;TRUE
14502;TRUE
14503;TRUE
14504;TRUE
14505;TRUE
14506;TRUE
14507;TRUE
14508;TRUE
14511;TRUE
14512;TRUE
14513;TRUE
14514;TRUE
14515;TRUE
14517;TRUE
14518;TRUE
14520;TRUE
14522;TRUE
14523;TRUE
14524;TRUE
14525;TRUE
14527;TRUE
14528;TRUE
14529;TRUE
14530;TRUE
14532;TRUE
14533;TRUE
14534;TRUE
14535;TRUE
14536;TRUE
14537;TRUE
14538;TRUE
14539;TRUE
14540;TRUE
14541;TRUE
14542;TRUE
14543;TRUE
14544;TRUE
14546;TRUE
14547;TRUE
14548;TRUE
14549;TRUE
14550;TRUE
14551;TRUE
14552;TRUE
14553;TRUE
14554;TRUE
14555;TRUE
14557;TRUE
14560;TRUE
14561;TRUE
14562;TRUE
14565;TRUE
14566;TRUE
14567;TRUE
14569;TRUE
14570;TRUE
14572;TRUE
14573;TRUE
14576;TRUE
14577;TRUE
14578;TRUE
14581;TRUE
14582;TRUE
14583;TRUE
14584;TRUE
14585;TRUE
14586;TRUE
14587;TRUE
14589;TRUE
14591;TRUE
14592;TRUE
14593;TRUE
14594;TRUE
14595;TRUE
14597;TRUE
14598;TRUE
14600;TRUE
14601;TRUE
14603;TRUE
14606;TRUE
14607;TRUE
14608;TRUE
14609;TRUE
14616;TRUE
14618;TRUE
14619;TRUE
14620;TRUE
14621;TRUE
14622;TRUE
14623;TRUE
14624;TRUE
14625;TRUE
14626;TRUE
14627;TRUE
14628;TRUE
14629;TRUE
14631;TRUE
14632;TRUE
14633;TRUE
14636;TRUE
14638;TRUE
14639;TRUE
14640;TRUE
14641;TRUE
14642;TRUE
14643;TRUE
14644;TRUE
14645;TRUE
14646;TRUE
14647;TRUE
14649;TRUE
14651;TRUE
14652;TRUE
14653;TRUE
14655;TRUE
14656;TRUE
14657;TRUE
14658;TRUE
14659;TRUE
14660;TRUE
14661;TRUE
14662;TRUE
14664;TRUE
14665;TRUE
14666;TRUE
14667;TRUE
14669;TRUE
14670;TRUE
14672;TRUE
14673;TRUE
14675;TRUE
14676;TRUE
14679;TRUE
14680;TRUE
14681;TRUE
14682;TRUE
14684;TRUE
14687;TRUE
14688;TRUE
14689;TRUE
14690;TRUE
14691;TRUE
14692;TRUE
14693;TRUE
14696;TRUE
14697;TRUE
14698;TRUE
14699;TRUE
14700;TRUE
14701;TRUE
14702;TRUE
14703;TRUE
