ID;StockCode;Description;StockItem
497;22458;Missing;FALSE
498;22575;missing?;FALSE
499;85232D;mix up with c;FALSE
500;21688;mixed up;FALSE
501;21693;mixed up;FALSE
502;23322;mouldy;FALSE
503;22617;mouldy, thrown away,;FALSE
504;22618;mouldy, unsaleable,;FALSE
505;21620;mystery! Only ever imported 1800;FALSE
506;23444;Next Day Carriage;FALSE
507;21181;on cargo order;FALSE
508;21830;OOPS ! adjustment;FALSE
509;23574;PACKING CHARGE;FALSE
510;POST;POSTAGE;FALSE
511;23005;printing smudges/thrown away;FALSE
512;21621;rcvd be air temp fix for dotcom sit;FALSE
513;21621;re dotcom quick fix,;FALSE
514;23595;re-adjustment;FALSE
515;84531A;returned;FALSE
516;84531B;returned;FALSE
517;22501;reverse 21/5/10 adjustment;FALSE
518;22502;reverse 21/5/10 adjustment;FALSE
519;47566B;reverse previous adjustment;FALSE
520;23056;rusty throw away;FALSE
521;23057;rusty throw away;FALSE
522;23055;rusty thrown away;FALSE
523;23579;Sale error;FALSE
524;21656;samples;FALSE
525;S;SAMPLES;FALSE
526;85161;samples/damages;FALSE
527;21360;Show Samples;FALSE
528;21769;showroom;FALSE
529;21843;smashed;FALSE
530;22700;smashed;FALSE
531;23020;smashed;FALSE
532;23169;smashed;FALSE
533;21829;sold as 1;FALSE
534;21830;sold as 1;FALSE
535;21391;Sold as 1 on dotcom;FALSE
536;22719;sold as 22467;FALSE
537;37479B;sold as set by dotcom;FALSE
538;21135;sold as set on dotcom;FALSE
539;21136;sold as set on dotcom;FALSE
540;22128;sold as set on dotcom;FALSE
541;22130;sold as set on dotcom;FALSE
542;22856;sold as set on dotcom;FALSE
543;22857;sold as set on dotcom;FALSE
544;22915;sold as set on dotcom;FALSE
545;22922;sold as set on dotcom;FALSE
546;22923;sold as set on dotcom;FALSE
547;22924;sold as set on dotcom;FALSE
548;22944;sold as set on dotcom;FALSE
549;22945;sold as set on dotcom;FALSE
550;22948;sold as set on dotcom;FALSE
551;23155;sold as set on dotcom;FALSE
552;37327;sold as set on dotcom;FALSE
553;37340;sold as set on dotcom;FALSE
554;37471;sold as set on dotcom;FALSE
555;79163;sold as set on dotcom;FALSE
556;37479P;sold as set on dotcom;FALSE
557;79051A;sold as set on dotcom;FALSE
558;21700;sold as set on dotcom and amazon;FALSE
559;37370;sold as set/6 by dotcom;FALSE
560;22127;sold in set?;FALSE
561;23348;sold with wrong barcode;FALSE
562;90012A;stock check;FALSE
563;90180A;stock check;FALSE
564;22035;taig adjust;FALSE
565;21033;taig adjust no stock;FALSE
566;23084;temp adjustment;FALSE
567;22355;test;FALSE
568;22823;test;FALSE
569;72140F;throw away;FALSE
570;35607B;thrown away;FALSE
571;35610A;thrown away;FALSE
572;35610B;thrown away;FALSE
573;35611B;thrown away;FALSE
574;35817P;thrown away;FALSE
575;84611B;thrown away;FALSE
576;84612B;thrown away;FALSE
577;84613A;thrown away;FALSE
578;84614A;thrown away;FALSE
579;35610C;Thrown away,;FALSE
580;72732;thrown away-cant sell;FALSE
581;72759;thrown away-cant sell,;FALSE
582;23059;Thrown away-rusty;FALSE
583;gift_0001_20;to push order througha s stock was;FALSE
584;79341;Unsaleable, destroyed,;FALSE
585;79323B;Unsaleable, destroyed,;FALSE
586;79323G;Unsaleable, destroyed,;FALSE
587;79323GR;Unsaleable, destroyed,;FALSE
588;79323LP;Unsaleable, destroyed,;FALSE
589;79323P;Unsaleable, destroyed,;FALSE
590;79323S;Unsaleable, destroyed,;FALSE
591;79323W;Unsaleable, destroyed,;FALSE
592;79342B;Unsaleable, destroyed,;FALSE
593;22968;water damage;FALSE
594;84665;water damaged;FALSE
595;79030G;Water damaged;FALSE
596;23084;website fixed;FALSE
597;21109;wet;FALSE
598;22481;wet boxes;FALSE
599;84800L;wet damaged;FALSE
600;84801A;wet damaged;FALSE
601;84804A;wet damaged;FALSE
602;84805A;wet damaged;FALSE
603;84805B;wet damaged;FALSE
604;72807A;wet pallet;FALSE
605;72807B;wet pallet;FALSE
606;72807C;wet pallet;FALSE
607;72802A;Wet pallet-thrown away;FALSE
608;21135;wet rusty;FALSE
609;21090;WET/MOULDY;FALSE
610;15058A;wet/rusty;FALSE
611;15058C;wet/rusty;FALSE
612;84859C;wet?;FALSE
613;21689;wrong barcode;FALSE
614;22719;wrong barcode (22467);FALSE
615;22719;wrong code;FALSE
616;22467;wrong code?;FALSE
617;23343;wrongly coded 20713;FALSE
618;20713;wrongly coded 23343;FALSE
619;20713;wrongly coded-23343;FALSE
620;21192;wrongly marked;FALSE
621;20713;wrongly marked 23343;FALSE
622;85123A;wrongly marked carton 22804;FALSE
623;20713;wrongly marked, 23343 in box;FALSE
624;22804;Wrongly mrked had 85123a in box;FALSE
625;22467;wrongly sold (22719) barcode;FALSE
626;85172;wrongly sold as sets;FALSE
627;85175;wrongly sold sets;FALSE
628;10002;;FALSE
629;10080;;FALSE
630;10134;;FALSE
631;15030;;FALSE
632;15036;;FALSE
633;16010;;FALSE
634;16015;;FALSE
635;16033;;FALSE
636;16043;;FALSE
637;16045;;FALSE
638;16046;;FALSE
639;16049;;FALSE
640;16052;;FALSE
641;16053;;FALSE
642;16254;;FALSE
643;16259;;FALSE
644;17096;;FALSE
645;18007;;FALSE
646;20658;;FALSE
647;20664;;FALSE
648;20665;;FALSE
649;20666;;FALSE
650;20669;;FALSE
651;20671;;FALSE
652;20681;;FALSE
653;20684;;FALSE
654;20686;;FALSE
655;20689;;FALSE
656;20699;;FALSE
657;20701;;FALSE
658;20702;;FALSE
659;20713;;FALSE
660;20716;;FALSE
661;20731;;FALSE
662;20734;;FALSE
663;20735;;FALSE
664;20738;;FALSE
665;20748;;FALSE
666;20752;;FALSE
667;20756;;FALSE
668;20758;;FALSE
669;20759;;FALSE
670;20760;;FALSE
671;20773;;FALSE
672;20774;;FALSE
673;20775;;FALSE
674;20778;;FALSE
675;20785;;FALSE
676;20793;;FALSE
677;20798;;FALSE
678;20801;;FALSE
679;20816;;FALSE
680;20820;;FALSE
681;20821;;FALSE
682;20823;;FALSE
683;20825;;FALSE
684;20826;;FALSE
685;20849;;FALSE
686;20850;;FALSE
687;20851;;FALSE
688;20854;;FALSE
689;20857;;FALSE
690;20860;;FALSE
691;20863;;FALSE
692;20864;;FALSE
693;20878;;FALSE
694;20886;;FALSE
695;20892;;FALSE
696;20896;;FALSE
697;20903;;FALSE
698;20906;;FALSE
699;20910;;FALSE
700;20933;;FALSE
701;20934;;FALSE
702;20941;;FALSE
703;20950;;FALSE
704;20954;;FALSE
705;20956;;FALSE
706;20964;;FALSE
707;20966;;FALSE
708;20967;;FALSE
709;20973;;FALSE
710;20975;;FALSE
711;20977;;FALSE
712;20980;;FALSE
713;20984;;FALSE
714;20998;;FALSE
715;21000;;FALSE
716;21009;;FALSE
717;21011;;FALSE
718;21027;;FALSE
719;21033;;FALSE
720;21038;;FALSE
721;21040;;FALSE
722;21043;;FALSE
723;21051;;FALSE
724;21054;;FALSE
725;21067;;FALSE
726;21069;;FALSE
727;21071;;FALSE
728;21078;;FALSE
729;21087;;FALSE
730;21095;;FALSE
731;21098;;FALSE
732;21110;;FALSE
733;21116;;FALSE
734;21120;;FALSE
735;21134;;FALSE
736;21137;;FALSE
737;21143;;FALSE
738;21144;;FALSE
739;21145;;FALSE
740;21147;;FALSE
741;21160;;FALSE
742;21161;;FALSE
743;21163;;FALSE
744;21165;;FALSE
745;21169;;FALSE
746;21171;;FALSE
747;21172;;FALSE
748;21174;;FALSE
749;21175;;FALSE
750;21179;;FALSE
751;21181;;FALSE
752;21186;;FALSE
753;21187;;FALSE
754;21190;;FALSE
755;21195;;FALSE
756;21210;;FALSE
757;21228;;FALSE
758;21244;;FALSE
759;21246;;FALSE
760;21248;;FALSE
761;21257;;FALSE
762;21258;;FALSE
763;21259;;FALSE
764;21269;;FALSE
765;21272;;FALSE
766;21274;;FALSE
767;21275;;FALSE
768;21278;;FALSE
769;21279;;FALSE
770;21281;;FALSE
771;21282;;FALSE
772;21283;;FALSE
773;21288;;FALSE
774;21294;;FALSE
775;21311;;FALSE
776;21316;;FALSE
777;21318;;FALSE
778;21320;;FALSE
779;21324;;FALSE
780;21330;;FALSE
781;21332;;FALSE
782;21337;;FALSE
783;21348;;FALSE
784;21349;;FALSE
785;21355;;FALSE
786;21357;;FALSE
787;21359;;FALSE
788;21361;;FALSE
789;21363;;FALSE
790;21391;;FALSE
791;21392;;FALSE
792;21393;;FALSE
793;21394;;FALSE
794;21395;;FALSE
795;21399;;FALSE
796;21402;;FALSE
797;21407;;FALSE
798;21410;;FALSE
799;21412;;FALSE
800;21414;;FALSE
801;21416;;FALSE
802;21421;;FALSE
803;21422;;FALSE
804;21429;;FALSE
805;21431;;FALSE
806;21432;;FALSE
807;21445;;FALSE
808;21446;;FALSE
809;21447;;FALSE
810;21448;;FALSE
811;21472;;FALSE
812;21474;;FALSE
813;21484;;FALSE
814;21486;;FALSE
815;21488;;FALSE
816;21491;;FALSE
817;21503;;FALSE
818;21504;;FALSE
819;21511;;FALSE
820;21518;;FALSE
821;21527;;FALSE
822;21535;;FALSE
823;21538;;FALSE
824;21547;;FALSE
825;21555;;FALSE
826;21578;;FALSE
827;21586;;FALSE
828;21587;;FALSE
829;21589;;FALSE
830;21594;;FALSE
831;21595;;FALSE
832;21609;;FALSE
833;21610;;FALSE
834;21613;;FALSE
835;21614;;FALSE
836;21618;;FALSE
837;21620;;FALSE
838;21621;;FALSE
839;21632;;FALSE
840;21634;;FALSE
841;21635;;FALSE
842;21637;;FALSE
843;21638;;FALSE
844;21641;;FALSE
845;21645;;FALSE
846;21648;;FALSE
847;21651;;FALSE
848;21653;;FALSE
849;21655;;FALSE
850;21658;;FALSE
851;21661;;FALSE
852;21662;;FALSE
853;21664;;FALSE
854;21667;;FALSE
855;21670;;FALSE
856;21673;;FALSE
857;21681;;FALSE
858;21682;;FALSE
859;21683;;FALSE
860;21684;;FALSE
861;21686;;FALSE
862;21690;;FALSE
863;21692;;FALSE
864;21696;;FALSE
865;21700;;FALSE
866;21717;;FALSE
867;21736;;FALSE
868;21738;;FALSE
869;21743;;FALSE
870;21758;;FALSE
871;21763;;FALSE
872;21765;;FALSE
873;21777;;FALSE
874;21781;;FALSE
875;21784;;FALSE
876;21785;;FALSE
877;21792;;FALSE
878;21801;;FALSE
879;21803;;FALSE
880;21804;;FALSE
881;21805;;FALSE
882;21806;;FALSE
883;21807;;FALSE
884;21808;;FALSE
885;21809;;FALSE
886;21811;;FALSE
887;21814;;FALSE
888;21817;;FALSE
889;21820;;FALSE
890;21825;;FALSE
891;21826;;FALSE
892;21827;;FALSE
893;21830;;FALSE
894;21836;;FALSE
895;21839;;FALSE
896;21841;;FALSE
897;21854;;FALSE
898;21858;;FALSE
899;21865;;FALSE
900;21868;;FALSE
901;21870;;FALSE
902;21891;;FALSE
903;21894;;FALSE
904;21895;;FALSE
905;21896;;FALSE
906;21897;;FALSE
907;21898;;FALSE
908;21904;;FALSE
909;21907;;FALSE
910;21910;;FALSE
911;21911;;FALSE
912;21918;;FALSE
913;21923;;FALSE
914;21927;;FALSE
915;21937;;FALSE
916;21973;;FALSE
917;21974;;FALSE
918;22021;;FALSE
919;22024;;FALSE
920;22028;;FALSE
921;22033;;FALSE
922;22034;;FALSE
923;22035;;FALSE
924;22036;;FALSE
925;22042;;FALSE
926;22044;;FALSE
927;22050;;FALSE
928;22052;;FALSE
929;22060;;FALSE
930;22062;;FALSE
931;22073;;FALSE
932;22078;;FALSE
933;22080;;FALSE
934;22084;;FALSE
935;22087;;FALSE
936;22088;;FALSE
937;22114;;FALSE
938;22121;;FALSE
939;22125;;FALSE
940;22136;;FALSE
941;22139;;FALSE
942;22143;;FALSE
943;22145;;FALSE
944;22146;;FALSE
945;22149;;FALSE
946;22155;;FALSE
947;22157;;FALSE
948;22158;;FALSE
949;22162;;FALSE
950;22163;;FALSE
951;22164;;FALSE
952;22168;;FALSE
953;22171;;FALSE
954;22173;;FALSE
955;22180;;FALSE
956;22184;;FALSE
957;22192;;FALSE
958;22194;;FALSE
959;22198;;FALSE
960;22202;;FALSE
961;22218;;FALSE
962;22242;;FALSE
963;22244;;FALSE
964;22245;;FALSE
965;22268;;FALSE
966;22272;;FALSE
967;22276;;FALSE
968;22323;;FALSE
969;22336;;FALSE
970;22353;;FALSE
971;22409;;FALSE
972;22412;;FALSE
973;22415;;FALSE
974;22443;;FALSE
975;22444;;FALSE
976;22445;;FALSE
977;22451;;FALSE
978;22452;;FALSE
979;22453;;FALSE
980;22454;;FALSE
981;22459;;FALSE
982;22461;;FALSE
983;22467;;FALSE
984;22469;;FALSE
985;22470;;FALSE
986;22480;;FALSE
987;22482;;FALSE
988;22497;;FALSE
989;22501;;FALSE
990;22502;;FALSE
991;22518;;FALSE
992;22519;;FALSE
993;22520;;FALSE
994;22521;;FALSE
995;22524;;FALSE
996;22525;;FALSE
997;22528;;FALSE
998;22533;;FALSE
999;22548;;FALSE
1000;22567;;FALSE
1001;22568;;FALSE
1002;22570;;FALSE
1003;22579;;FALSE
1004;22588;;FALSE
1005;22591;;FALSE
1006;22606;;FALSE
1007;22625;;FALSE
1008;22627;;FALSE
1009;22632;;FALSE
1010;22633;;FALSE
1011;22656;;FALSE
1012;22665;;FALSE
1013;22687;;FALSE
1014;22688;;FALSE
1015;22689;;FALSE
1016;22696;;FALSE
1017;22698;;FALSE
1018;22712;;FALSE
1019;22719;;FALSE
1020;22720;;FALSE
1021;22722;;FALSE
1022;22726;;FALSE
1023;22729;;FALSE
1024;22734;;FALSE
1025;22740;;FALSE
1026;22764;;FALSE
1027;22765;;FALSE
1028;22769;;FALSE
